Time [sec]		Acceleration [mm/sec2]
    75.540		         -26.900
    75.560		         -30.400
    75.580		         -33.300
    75.600		         -17.500
    75.620		         -16.700
    75.640		         -24.500
    75.660		         -21.500
    75.680		          -3.200
    75.700		          -2.100
    75.720		           1.400
    75.740		          -1.000
    75.760		          -1.400
    75.780		           7.100
    75.800		          25.100
    75.820		          10.100
    75.840		          11.100
    75.860		          18.900
    75.880		          21.900
    75.900		          24.000
    75.920		          28.100
    75.940		          33.500
    75.960		          31.400
    75.980		          45.900
    76.000		          39.700
    76.020		          47.000
    76.040		          57.300
    76.060		          44.200
    76.080		          53.000
    76.100		          53.800
    76.120		          64.800
    76.140		          54.200
    76.160		          71.700
    76.180		          77.700
    76.200		          35.800
    76.220		          76.400
    76.240		          66.900
    76.260		          51.700
    76.280		          85.500
    76.300		          77.900
    76.320		          56.700
    76.340		          76.800
    76.360		          83.400
    76.380		          90.600
    76.400		          77.000
    76.420		          77.000
    76.440		          84.600
    76.460		          89.500
    76.480		          87.600
    76.500		          94.500
    76.520		          91.000
    76.540		          97.400
    76.560		         102.300
    76.580		          92.000
    76.600		         100.600
    76.620		          91.700
    76.640		          79.100
    76.660		          77.200
    76.680		          72.000
    76.700		          60.700
    76.720		          54.400
    76.740		          42.100
    76.760		          31.600
    76.780		          29.100
    76.800		          26.100
    76.820		          16.600
    76.840		          16.900
    76.860		           1.700
    76.880		          11.900
    76.900		          26.600
    76.920		           8.300
    76.940		         -16.400
    76.960		         -11.800
    76.980		         -14.800
    77.000		         -12.500
    77.020		         -14.600
    77.040		         -12.900
    77.060		         -14.500
    77.080		         -13.100
    77.100		         -14.500
    77.120		         -13.200
    77.140		         -14.500
    77.160		         -13.400
    77.180		         -14.500
    77.200		         -13.400
    77.220		         -14.500
    77.240		         -13.500
    77.260		         -14.500
    77.280		         -13.600
    77.300		         -14.500
    77.320		         -13.600
    77.340		         -14.500
    77.360		         -13.600
    77.380		         -14.500
    77.400		         -13.600
    77.420		         -14.400
    77.440		         -13.600
    77.460		         -14.400
    77.480		         -13.600
    77.500		         -14.300
    77.520		         -13.600
    77.540		         -14.300
    77.560		         -13.500
    77.580		         -14.200
    77.600		         -13.500
    77.620		         -14.100
    77.640		         -13.400
    77.660		         -14.000
    77.680		         -13.300
    77.700		         -13.900
    77.720		         -13.200
    77.740		         -13.800
    77.760		         -13.100
    77.780		         -13.600
    77.800		         -13.000
    77.820		         -13.500
    77.840		         -12.900
    77.860		         -13.300
    77.880		         -12.700
    77.900		         -13.200
    77.920		         -12.600
    77.940		         -13.000
    77.960		         -12.400
    77.980		         -12.800
    78.000		         -12.200
    78.020		         -12.600
    78.040		         -12.000
    78.060		         -12.400
    78.080		         -11.800
    78.100		         -12.200
    78.120		         -11.600
    78.140		         -12.000
    78.160		         -11.400
    78.180		         -11.800
    78.200		         -11.200
    78.220		         -11.500
    78.240		         -11.000
    78.260		         -11.300
    78.280		         -10.700
    78.300		         -11.100
    78.320		         -10.500
    78.340		         -10.800
    78.360		         -10.200
    78.380		         -10.500
    78.400		         -10.000
    78.420		         -10.300
    78.440		          -9.700
    78.460		         -10.000
    78.480		          -9.400
    78.500		          -9.700
    78.520		          -9.100
    78.540		          -9.400
    78.560		          -8.800
    78.580		          -9.100
    78.600		          -8.500
    78.620		          -8.800
    78.640		          -8.300
    78.660		          -8.500
    78.680		          -8.000
    78.700		          -8.200
    78.720		          -7.600
    78.740		          -7.900
    78.760		          -7.300
    78.780		          -7.600
    78.800		          -7.000
    78.820		          -7.300
    78.840		          -6.700
    78.860		          -7.000
    78.880		          -6.400
    78.900		          -6.700
    78.920		          -6.100
    78.940		          -6.400
    78.960		          -5.800
    78.980		          -6.000
    79.000		          -5.500
    79.020		          -5.700
    79.040		          -5.200
    79.060		          -5.400
    79.080		          -4.900
    79.100		          -5.100
    79.120		          -4.500
    79.140		          -4.800
    79.160		          -4.200
    79.180		          -4.500
    79.200		          -3.900
    79.220		          -4.200
    79.240		          -3.600
    79.260		          -3.900
    79.280		          -3.300
    79.300		          -3.600
    79.320		          -3.000
    79.340		          -3.300
    79.360		          -2.700
    79.380		          -3.000
    79.400		          -2.400
    79.420		          -2.700
    79.440		          -2.100
    79.460		          -2.400
    79.480		          -1.900
    79.500		          -2.100
    79.520		          -1.600
    79.540		          -1.800
    79.560		          -1.300
    79.580		          -1.600
    79.600		          -1.100
    79.620		          -1.300
    79.640		          -0.800
    79.660		          -1.100
    79.680		          -0.500
    79.700		          -0.800
    79.720		          -0.300
    79.740		          -0.600
    79.760		          -0.100
    79.780		          -0.300
    79.800		           0.200
    79.820		          -0.100
    79.840		           0.400
    79.860		           0.100
    79.880		           0.600
    79.900		           0.300
    79.920		           0.800
    79.940		           0.500
    79.960		           1.000
    79.980		           0.700
    80.000		           1.200
    80.020		           0.900
    80.040		           1.400
    80.060		           1.100
    80.080		           1.600
    80.100		           1.300
    80.120		           1.700
    80.140		           1.500
    80.160		           1.900
    80.180		           1.600
    80.200		           2.100
    80.220		           1.800
    80.240		           2.200
    80.260		           1.900
    80.280		           2.300
    80.300		           2.000
    80.320		           2.500
    80.340		           2.200
    80.360		           2.600
    80.380		           2.300
    80.400		           2.700
    80.420		           2.400
    80.440		           2.800
    80.460		           2.500
    80.480		           2.900
    80.500		           2.500
    80.520		           2.900
    80.540		           2.600
    80.560		           3.000
    80.580		           2.700
    80.600		           3.100
    80.620		           2.800
    80.640		           3.100
    80.660		           2.800
    80.680		           3.200
    80.700		           2.900
    80.720		           3.200
    80.740		           2.900
    80.760		           3.200
    80.780		           2.900
    80.800		           3.300
    80.820		           2.900
    80.840		           3.300
    80.860		           2.900
    80.880		           3.300
    80.900		           3.000
    80.920		           3.300
    80.940		           2.900
    80.960		           3.300
    80.980		           2.900
    81.000		           3.300
    81.020		           2.900
    81.040		           3.300
    81.060		           2.900
    81.080		           3.200
    81.100		           2.900
    81.120		           3.200
    81.140		           2.800
    81.160		           3.200
    81.180		           2.800
    81.200		           3.100
    81.220		           2.700
    81.240		           3.100
    81.260		           2.700
    81.280		           3.000
    81.300		           2.600
    81.320		           2.900
    81.340		           2.600
    81.360		           2.900
    81.380		           2.500
    81.400		           2.800
    81.420		           2.400
    81.440		           2.700
    81.460		           2.400
    81.480		           2.700
    81.500		           2.300
    81.520		           2.600
    81.540		           2.200
    81.560		           2.500
    81.580		           2.100
    81.600		           2.400
    81.620		           2.000
    81.640		           2.300
    81.660		           1.900
    81.680		           2.200
    81.700		           1.900
    81.720		           2.100
    81.740		           1.800
    81.760		           2.000
    81.780		           1.700
    81.800		           1.900
    81.820		           1.600
    81.840		           1.800
    81.860		           1.500
    81.880		           1.700
    81.900		           1.400
